alert_id,transaction_id,transaction_time,customer_id,device_id,beneficiary_id,amount,channel,merchant_category,country,home_country,account_age_days,customer_segment,customer_vulnerability_score,usual_transaction_amount,usual_transaction_hour,p3_synthetic_risk_grade_context,p3_synthetic_pd_context,device_age_days,device_trust_score,device_country,emulator_flag,rooted_device_flag,beneficiary_age_hours,beneficiary_risk_score,beneficiary_country,mobile_channel_flag,card_channel_flag,api_channel_flag,transfer_merchant_flag,ip_risk_score,failed_otp_count,transactions_last_10m,transactions_last_1h,amount_last_24h,distance_from_last_transaction,night_transaction_flag,new_device_flag,new_beneficiary_flag,high_risk_merchant_flag,country_mismatch_flag,device_country_mismatch_flag,amount_spike_ratio,account_takeover_signal,mule_network_signal,social_engineering_signal,password_reset_recent_flag,multiple_accounts_device_flag,privileged_override_flag,blacklist_hit,duplicate_transaction_flag,transaction_fraud_label,fraud_type,simulation_day,synthetic_split,data_layer,data_status,source_type,claim_boundary,synthetic_model_score_raw,synthetic_model_score,synthetic_anomaly_score,model_feature_set,rule_hit_count,critical_rule_hits,high_rule_hits,medium_rule_hits,rule_hits,rule_reason_codes,rule_primary_action,highest_rule_priority,max_rule_severity,decision,primary_reason_code,all_reason_codes,expected_prevented_loss_proxy,customer_friction_risk,review_priority,sla_hours,override_eligibility,decision_engine_version,model_step_up_threshold,model_review_threshold,model_decline_threshold,anomaly_review_threshold,detection_confidence,potential_loss_proxy,alert_priority_score,assigned_team,arrival_day,processed_day,queue_age_hours,capacity_status,handling_minutes,sla_breach_flag,investigation_status,outcome,analyst_action,prevented_loss_proxy,recovery_proxy
AL000003063,T000136862,2026-01-17 07:24:00,C0022230,D0028670,B0028368,3.32,CARD,UTILITIES,SG,SG,1171,Mass,18.75,20.39,11,E,0.36,373,46.68,PH,0,0,2880,11.51,SG,0,1,0,0,11.39,0,5,16,8.23,85.28,0,0,0,0,0,1,0.1628,0,0,0,0,0,0,0,0,0,NONE,17,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8872260154656401,0.1211962561395081,0.4392649358586433,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.2817,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.4462,0.4024,0.1964,Fraud Operations,17,17,0.0,Within simulation window,10,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000001058,T000049039,2026-01-22 15:58:00,C0046612,D0046809,B0045057,160.92,MOBILE,RETAIL,VN,VN,1244,Mass,25.18,54.97,19,E,0.36,688,67.08,MY,0,0,906,8.18,ID,1,0,0,0,50.23,7,1,2,461.5,793.8,0,0,0,0,1,1,2.9275,1,0,0,0,0,0,0,0,0,NONE,22,validation,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.6711727720757482,0.0316466201027633,0.9433722595373194,observable_controls_v1,2,1,0,1,FRD-010;FRD-040,RC_ATO_CRITICAL;RC_AUTH_FAILURE,HOLD,2,CRITICAL,HOLD,RC_ATO_CRITICAL,RC_ATO_CRITICAL;RC_AUTH_FAILURE,3.5648,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.7394,5.0926,6.3594,ATO & Account Security,22,22,0.0,Within simulation window,17,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000000309,T000014422,2026-01-10 16:08:00,C0013807,D0038127,B0070561,3842.51,CARD,TRANSFER,VN,VN,207,Digital_Native,23.16,405.93,11,A,0.1,661,83.72,ID,0,0,3325,16.49,VN,0,1,0,1,8.2,0,2,5,5609.74,66.12,0,0,1,0,0,1,9.466,1,1,0,0,1,0,0,0,0,NONE,10,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.1082838645967045,0.0016061125236378,0.9995745879194952,observable_controls_v1,1,0,1,0,FRD-031,RC_UNUSUAL_AMOUNT,MANUAL_REVIEW,4,HIGH,MANUAL_REVIEW,RC_ANOMALY_HIGH,RC_ANOMALY_HIGH;RC_UNUSUAL_AMOUNT,4.3201,Medium,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.6203,38.4251,39.8952,Fraud Operations,10,10,0.0,Within simulation window,18,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000000964,T000045230,2026-01-22 16:06:00,C0041047,D0014949,B0009013,17.66,MOBILE,RETAIL,TH,TH,1336,Mass,5.94,10.95,19,C,0.22,379,65.46,VN,0,0,823,8.01,TH,1,0,0,0,12.19,5,4,9,33.8,469.12,0,1,0,0,0,1,1.6129,1,0,0,0,0,0,0,0,0,NONE,22,validation,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.5524005572626198,0.0187456893118879,0.7987621107629257,observable_controls_v1,2,1,0,1,FRD-010;FRD-040,RC_ATO_CRITICAL;RC_AUTH_FAILURE,HOLD,2,CRITICAL,HOLD,RC_ATO_CRITICAL,RC_ATO_CRITICAL;RC_AUTH_FAILURE,0.2317,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.7145,0.331,0.3653,ATO & Account Security,22,22,0.0,Within simulation window,20,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000001609,T000072463,2026-01-29 08:49:00,C0024402,D0051299,B0031315,3.79,CARD,ELECTRONICS,SG,SG,949,Affluent,33.93,53.84,11,F_G,0.44,303,69.69,VN,0,0,2287,6.68,SG,0,1,0,0,5.31,0,7,12,6.89,75.9,0,0,0,1,0,1,0.0704,1,0,0,0,0,0,0,0,0,NONE,29,test,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8872181629367177,0.1211873365573758,0.7057586415573677,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.3215,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.4862,0.4593,0.2612,Fraud Operations,29,29,0.0,Within simulation window,12,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000002112,T000094699,2026-01-25 08:56:00,C0011193,D0006437,B0067534,4.09,WEB,ELECTRONICS,SG,SG,185,Affluent,17.88,5.0,8,C,0.22,396,75.88,VN,0,0,2099,7.98,VN,0,0,0,0,5.0,1,10,15,6.76,60.48,0,0,0,1,0,1,0.8188,0,0,1,0,0,0,0,0,0,NONE,25,validation,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8301508897560681,0.0766237055565389,0.8364080840278735,observable_controls_v1,2,0,2,0,FRD-030;FRD-032,RC_HIGH_VELOCITY;RC_CARD_TESTING,HOLD,3,HIGH,MANUAL_REVIEW,RC_COMBINED_RISK,RC_COMBINED_RISK;RC_HIGH_VELOCITY;RC_CARD_TESTING,0.2194,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.7346,0.3134,0.2508,Fraud Operations,25,25,0.0,Within simulation window,13,0,CLOSED,DUPLICATE,Reverse duplicate and close,0.0,0.0
AL000001745,T000078159,2026-01-20 10:44:00,C0022819,D0046761,B0052169,2.81,CARD,UTILITIES,VN,VN,797,Mass,18.3,31.59,9,D,0.29,169,75.57,VN,0,0,330,22.56,ID,0,1,0,0,5.69,2,6,14,4.03,281.11,0,0,0,0,0,0,0.0889,0,0,0,0,0,0,0,0,0,NONE,20,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.4594210800673469,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.2443,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.45,0.349,0.1714,Fraud Operations,20,20,0.0,Within simulation window,12,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000000179,T000008305,2026-01-30 11:27:00,C0034703,D0056412,B0015420,471.78,CARD,TRANSFER,PH,PH,942,Affluent,40.77,209.09,9,E,0.36,125,65.83,PH,1,0,832,19.73,ID,0,1,0,1,23.41,1,2,4,1545.98,131.66,0,0,1,0,0,0,2.2564,0,1,0,1,1,0,0,0,0,NONE,30,test,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.3331400739186812,0.0072247891378753,0.999604546516714,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_ANOMALY_HIGH,RC_ANOMALY_HIGH,2.386,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.5017,4.7178,2.8497,Fraud Operations,30,30,0.0,Within simulation window,12,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000002929,T000130590,2026-01-03 21:35:00,C0003678,D0006785,B0060239,3.61,CARD,TRAVEL,VN,VN,472,Digital_Native,15.1,13.74,17,A,0.1,897,62.99,MY,0,0,1906,10.0,MY,0,1,0,0,4.75,1,6,11,6.44,47.83,0,0,0,0,0,1,0.2626,0,1,0,0,0,0,0,0,0,NONE,3,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8862145912650613,0.1200564421372306,0.4906139714913989,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.3034,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.4536,0.4334,0.2114,Fraud Operations,3,3,0.0,Within simulation window,11,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000000630,T000028482,2026-01-24 00:45:00,C0026509,D0023204,B0076394,419.2,MOBILE,TRANSFER,VN,VN,494,Mass,17.64,253.39,11,D,0.29,624,45.51,VN,0,1,1970,7.31,TH,1,0,0,1,5.63,2,0,3,754.47,258.05,1,1,1,0,1,0,1.6544,0,1,0,0,0,0,0,0,0,NONE,24,validation,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.3542676826010433,0.0079783690616984,0.9992090930334278,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_ANOMALY_HIGH,RC_ANOMALY_HIGH,2.3412,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.5019,4.192,2.2894,Fraud Operations,24,24,0.0,Within simulation window,15,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000000925,T000042966,2026-01-17 22:47:00,C0022974,D0031423,B0016458,3.02,CARD,RETAIL,VN,VN,1569,SME,5.18,9.85,21,D,0.29,293,72.23,VN,0,0,2251,4.21,MY,0,1,0,0,3.3,0,8,14,5.47,39.46,0,0,0,0,0,0,0.3065,0,0,0,0,0,0,0,0,0,NONE,17,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.4969651941017514,observable_controls_v1,1,0,1,0,FRD-030,RC_HIGH_VELOCITY,HOLD,3,HIGH,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH;RC_HIGH_VELOCITY,0.2625,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.5756,0.3751,0.2215,Fraud Operations,17,17,0.0,Within simulation window,10,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000002567,T000114348,2026-01-09 21:38:00,C0047304,D0025979,B0067224,2.54,CARD,GROCERY,SG,SG,873,SME,31.22,14.77,19,D,0.29,374,67.36,TH,0,0,1891,6.65,VN,0,1,0,0,25.81,3,5,10,7.49,11.07,0,0,1,0,0,1,0.1722,0,0,0,0,0,0,0,0,0,NONE,9,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8867349346209454,0.1206405681119475,0.599076076861777,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.2145,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.47,0.3064,0.1665,Fraud Operations,9,9,0.0,Within simulation window,14,0,CLOSED,DUPLICATE,Reverse duplicate and close,0.0,0.0
AL000002575,T000114665,2026-01-24 11:12:00,C0038925,D0046074,B0004623,9675.66,MOBILE,TRANSFER,VN,VN,365,SME,21.67,605.61,10,D,0.29,299,82.29,VN,0,0,1541,13.81,ID,1,0,0,1,4.96,1,2,3,15306.18,50.89,0,0,0,0,1,0,15.9767,0,0,0,0,0,0,0,0,0,NONE,24,validation,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.2893676380192831,0.0058168999830638,0.9954582766616537,observable_controls_v1,1,0,1,0,FRD-031,RC_UNUSUAL_AMOUNT,MANUAL_REVIEW,4,HIGH,MANUAL_REVIEW,RC_ANOMALY_HIGH,RC_ANOMALY_HIGH;RC_UNUSUAL_AMOUNT,39.3976,Medium,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.6208,96.7566,99.8577,Fraud Operations,24,24,0.0,Within simulation window,19,0,CLOSED,CUSTOMER_AUTHORISED,Release and record customer confirmation,0.0,0.0
AL000003637,T000162716,2026-01-19 13:57:00,C0023247,D0012644,B0028280,3.2,CARD,ELECTRONICS,VN,VN,1029,SME,15.26,56.78,12,C,0.22,715,70.81,ID,0,0,1187,3.11,TH,0,1,0,0,6.26,1,6,12,12.61,9.47,0,0,0,1,0,1,0.0563,0,0,0,0,0,0,0,0,0,NONE,19,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8883218874957592,0.1224520035884287,0.27865090445005,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.2743,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.4224,0.3918,0.1781,Fraud Operations,19,19,0.0,Within simulation window,12,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000004035,T000180901,2026-01-05 23:13:00,C0023547,D0029362,B0077159,116.72,MOBILE,TRANSFER,ID,ID,3340,Mass,22.14,118.83,22,C,0.22,274,65.96,VN,0,0,2553,26.83,VN,1,0,0,1,7.14,4,0,1,321.21,123.12,1,0,0,0,0,1,0.9823,1,0,0,1,1,0,0,0,0,NONE,5,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.4140046928403942,0.0104243487081212,0.9952485664811233,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_ANOMALY_HIGH,RC_ANOMALY_HIGH,0.8517,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.5019,1.2167,0.6783,Fraud Operations,5,5,0.0,Within simulation window,10,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000005440,T000245088,2026-01-04 23:02:00,C0030914,D0001342,B0057056,271.34,API,ELECTRONICS,MY,MY,1064,Digital_Native,13.65,53.5,18,A,0.1,333,16.54,VN,0,0,2491,5.58,VN,0,0,1,0,46.56,1,0,2,854.65,323.0,1,1,1,1,1,1,5.0717,1,0,0,0,0,0,0,0,0,NONE,4,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.7733634632431248,0.0535272546472929,0.9993528943000772,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_ANOMALY_HIGH,RC_ANOMALY_HIGH,10.1669,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.5133,14.5241,7.9638,Fraud Operations,4,4,0.0,Within simulation window,13,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000004329,T000194036,2026-01-18 23:44:00,C0025974,D0037118,B0070330,763.95,MOBILE,GAMING,PH,PH,1247,SME,12.61,195.16,17,D,0.29,300,21.24,ID,0,0,3086,1.23,VN,1,0,0,0,56.69,1,1,4,1122.01,556.21,1,1,0,1,1,1,3.9145,0,0,0,1,0,0,0,0,0,NONE,18,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.6315574986597507,0.0264092011776362,0.9958357549866084,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_ANOMALY_HIGH,RC_ANOMALY_HIGH,14.1227,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.506,20.1753,10.8519,Fraud Operations,18,18,0.0,Within simulation window,10,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000001909,T000085639,2026-01-15 14:09:00,C0036870,D0008449,B0004041,1.24,CARD,UTILITIES,MY,MY,1280,Mass,9.57,10.9,14,A,0.1,980,60.95,VN,0,0,1811,6.83,VN,0,1,0,0,1.46,1,7,10,1.46,34.84,0,0,0,0,0,1,0.114,0,0,0,0,0,0,0,0,0,NONE,15,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8862145912650613,0.1200564421372306,0.2246595205426101,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.1042,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.4137,0.1489,0.0645,Fraud Operations,15,15,0.0,Within simulation window,11,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000004251,T000190646,2026-01-23 16:37:00,C0002720,D0028682,B0058929,3.24,CARD,TRAVEL,TH,TH,1379,Mass,14.94,11.78,11,A,0.1,375,49.16,SG,0,0,4264,2.55,VN,0,1,0,0,3.27,1,6,18,6.46,11.03,0,0,1,0,0,1,0.275,1,0,0,0,0,0,0,0,0,NONE,23,validation,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.9367454178325554,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.2817,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.5216,0.4024,0.2255,Fraud Operations,23,23,0.0,Within simulation window,11,0,CLOSED,DUPLICATE,Reverse duplicate and close,0.0,0.0
AL000002696,T000120554,2026-01-01 10:58:00,C0041673,D0034486,B0083583,437.86,MOBILE,GAMING,VN,VN,734,SME,6.34,199.02,17,B,0.16,748,69.32,VN,0,1,675,17.04,PH,1,0,0,0,71.44,4,2,3,1865.12,363.67,0,1,0,1,0,0,2.2001,1,0,1,0,0,0,0,0,1,MERCHANT_COMPROMISE,1,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8383757115643102,0.0812382547930154,0.9978609561585888,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_ANOMALY_HIGH,RC_ANOMALY_HIGH,24.8997,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.52,35.571,19.0828,Fraud Operations,1,1,0.0,Within simulation window,14,0,CLOSED,CONFIRMED_FRAUD,Block instrument and initiate recovery,197.04,65.68
AL000001073,T000049588,2026-01-10 09:40:00,C0049021,D0007688,B0081727,229.75,WEB,UTILITIES,VN,VN,505,Mass,25.6,79.49,13,B,0.16,624,72.4,VN,0,0,2513,24.46,VN,0,0,0,0,11.04,5,2,5,922.08,552.68,0,1,0,0,0,0,2.8903,1,0,0,1,0,0,0,0,0,NONE,10,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.3431310365142265,0.0075746575409121,0.9420720564180304,observable_controls_v1,2,1,0,1,FRD-010;FRD-040,RC_ATO_CRITICAL;RC_AUTH_FAILURE,HOLD,2,CRITICAL,HOLD,RC_ATO_CRITICAL,RC_ATO_CRITICAL;RC_AUTH_FAILURE,1.2182,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.7332,2.2975,2.8502,ATO & Account Security,10,10,0.0,Within simulation window,20,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000001457,T000065510,2026-01-28 18:09:00,C0044812,D0044522,B0019240,175.15,MOBILE,GROCERY,MY,MY,694,Mass,10.14,85.9,20,C,0.22,260,62.51,VN,0,0,232,20.45,VN,1,0,0,0,18.49,5,1,1,554.3,423.15,0,0,0,0,1,1,2.039,1,0,0,1,0,0,0,0,0,NONE,28,test,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.2958531497220342,0.0060135013299011,0.7955026153855372,observable_controls_v1,2,1,0,1,FRD-010;FRD-040,RC_ATO_CRITICAL;RC_AUTH_FAILURE,HOLD,2,CRITICAL,HOLD,RC_ATO_CRITICAL,RC_ATO_CRITICAL;RC_AUTH_FAILURE,0.7373,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.7108,1.7515,1.9622,ATO & Account Security,28,28,0.0,Within simulation window,19,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000004253,T000190683,2026-01-13 06:49:00,C0039937,D0048883,B0060667,58.76,MOBILE,UTILITIES,VN,VN,261,Digital_Native,7.09,50.61,13,C,0.22,550,58.94,TH,0,0,2102,14.39,MY,1,0,0,0,6.64,5,4,8,139.86,107.77,0,0,0,0,0,1,1.161,1,0,1,0,0,0,0,0,0,NONE,13,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.4544100413052209,0.0124008103588909,0.5799744752751698,observable_controls_v1,2,1,0,1,FRD-010;FRD-040,RC_ATO_CRITICAL;RC_AUTH_FAILURE,HOLD,2,CRITICAL,HOLD,RC_ATO_CRITICAL,RC_ATO_CRITICAL;RC_AUTH_FAILURE,0.5101,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.6801,0.7287,0.7697,ATO & Account Security,13,13,0.0,Within simulation window,17,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000004173,T000187198,2026-01-08 19:30:00,C0042713,D0034569,B0072601,111.18,API,GROCERY,VN,VN,785,Digital_Native,28.16,21.68,17,C,0.22,135,90.5,VN,0,0,1826,17.06,SG,0,0,1,0,39.93,5,1,2,584.29,200.71,0,1,0,0,0,0,5.1283,1,0,0,0,0,0,0,0,0,NONE,8,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.6956118791228113,0.0355580033643087,0.973714326800362,observable_controls_v1,2,1,0,1,FRD-010;FRD-040,RC_ATO_CRITICAL;RC_AUTH_FAILURE,HOLD,2,CRITICAL,HOLD,RC_ATO_CRITICAL,RC_ATO_CRITICAL;RC_AUTH_FAILURE,2.7673,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.7449,3.9533,5.0395,ATO & Account Security,8,8,0.0,Within simulation window,18,0,CLOSED,CUSTOMER_AUTHORISED,Release and record customer confirmation,0.0,0.0
AL000000729,T000032793,2026-01-01 09:14:00,C0032463,D0015751,B0030780,2.35,CARD,TRANSFER,VN,VN,767,Digital_Native,14.5,25.06,11,A,0.1,368,81.34,VN,0,0,2087,4.79,VN,0,1,0,1,9.98,1,5,14,3.27,15.67,0,0,0,0,0,0,0.0937,1,0,0,0,0,0,0,0,0,NONE,1,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8872260154656401,0.1211962561395081,0.7812003810733567,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.1994,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.4975,0.2848,0.152,Fraud Operations,1,1,0.0,Within simulation window,15,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000001064,T000049203,2026-01-23 14:39:00,C0004616,D0025749,B0082248,111.1,MOBILE,TRANSFER,VN,VN,266,Mass,9.7,40.72,10,A,0.1,388,60.27,VN,0,0,1529,4.91,VN,1,0,0,1,10.05,5,1,4,206.21,442.6,0,0,0,0,0,1,2.7285,1,0,0,1,0,0,0,0,0,NONE,23,validation,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.2599317573289936,0.0049720003062366,0.849122512687466,observable_controls_v1,2,1,0,1,FRD-010;FRD-040,RC_ATO_CRITICAL;RC_AUTH_FAILURE,HOLD,2,CRITICAL,HOLD,RC_ATO_CRITICAL,RC_ATO_CRITICAL;RC_AUTH_FAILURE,0.3867,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.7186,1.111,1.2556,ATO & Account Security,23,23,0.0,Within simulation window,16,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
